,Start_Time,Total_Accidents
367,2017-01-15,36
368,2017-01-16,76
369,2017-01-17,86
370,2017-01-18,47
371,2017-01-19,72
372,2017-01-20,89
373,2017-01-21,74
374,2017-01-22,54
375,2017-01-23,76
376,2017-01-24,83
377,2017-01-25,47
378,2017-01-26,69
379,2017-01-27,85
380,2017-01-28,39
381,2017-01-29,59
382,2017-01-30,70
383,2017-01-31,98
384,2017-02-01,71
385,2017-02-02,60
386,2017-02-03,68
387,2017-02-04,41
388,2017-02-05,51
389,2017-02-06,68
390,2017-02-07,71
391,2017-02-08,62
392,2017-02-09,98
393,2017-02-10,64
394,2017-02-11,45
395,2017-02-12,45
396,2017-02-13,67
397,2017-02-14,83
398,2017-02-15,60
399,2017-02-16,59
400,2017-02-17,74
401,2017-02-18,31
402,2017-02-19,40
403,2017-02-20,58
404,2017-02-21,56
405,2017-02-22,79
406,2017-02-23,80
407,2017-02-24,117
408,2017-02-25,55
409,2017-02-26,56
410,2017-02-27,80
411,2017-02-28,87
412,2017-03-01,85
413,2017-03-02,106
414,2017-03-03,86
415,2017-03-04,52
416,2017-03-05,33
417,2017-03-06,71
418,2017-03-07,71
419,2017-03-08,76
420,2017-03-09,59
421,2017-03-10,85
422,2017-03-11,51
423,2017-03-12,61
424,2017-03-13,74
425,2017-03-14,107
426,2017-03-15,66
427,2017-03-16,69
428,2017-03-17,63
429,2017-03-18,35
430,2017-03-19,41
431,2017-03-20,88
432,2017-03-21,63
433,2017-03-22,73
434,2017-03-23,71
435,2017-03-24,61
436,2017-03-25,81
437,2017-03-26,40
438,2017-03-27,75
439,2017-03-28,63
440,2017-03-29,89
441,2017-03-30,75
442,2017-03-31,80
443,2017-04-01,58
444,2017-04-02,41
445,2017-04-03,65
446,2017-04-04,78
447,2017-04-05,67
448,2017-04-06,78
449,2017-04-07,82
450,2017-04-08,45
451,2017-04-09,28
452,2017-04-10,51
453,2017-04-11,65
454,2017-04-12,65
455,2017-04-13,108
456,2017-04-14,68
457,2017-04-15,54
458,2017-04-16,42
459,2017-04-17,86
460,2017-04-18,60
461,2017-04-19,63
462,2017-04-20,66
463,2017-04-21,72
464,2017-04-22,37
465,2017-04-23,45
466,2017-04-24,89
467,2017-04-25,96
468,2017-04-26,73
469,2017-04-27,77
470,2017-04-28,80
471,2017-04-29,32
472,2017-04-30,41
473,2017-05-01,52
474,2017-05-02,84
475,2017-05-03,70
476,2017-05-04,67
477,2017-05-05,80
478,2017-05-06,50
479,2017-05-07,54
480,2017-05-08,80
481,2017-05-09,85
482,2017-05-10,39
483,2017-05-11,66
484,2017-05-12,85
485,2017-05-13,60
486,2017-05-14,60
487,2017-05-15,58
488,2017-05-16,72
489,2017-05-17,91
490,2017-05-18,105
491,2017-05-19,95
492,2017-05-20,60
493,2017-05-21,36
494,2017-05-22,79
495,2017-05-23,76
496,2017-05-24,65
497,2017-05-25,61
498,2017-05-26,57
499,2017-05-27,58
500,2017-05-28,54
501,2017-05-29,63
502,2017-05-30,73
503,2017-05-31,47
504,2017-06-01,73
505,2017-06-02,105
506,2017-06-03,59
507,2017-06-04,41
508,2017-06-05,95
509,2017-06-06,73
510,2017-06-07,43
511,2017-06-08,88
512,2017-06-09,95
513,2017-06-10,45
514,2017-06-11,54
515,2017-06-12,74
516,2017-06-13,78
517,2017-06-14,77
518,2017-06-15,78
519,2017-06-16,76
520,2017-06-17,78
521,2017-06-18,44
522,2017-06-19,84
523,2017-06-20,100
524,2017-06-21,71
525,2017-06-22,67
526,2017-06-23,80
527,2017-06-24,70
528,2017-06-25,30
529,2017-06-26,47
530,2017-06-27,86
531,2017-06-28,57
532,2017-06-29,53
533,2017-06-30,87
534,2017-07-01,66
535,2017-07-02,33
536,2017-07-03,86
537,2017-07-04,58
538,2017-07-05,72
539,2017-07-06,54
540,2017-07-07,108
541,2017-07-08,69
542,2017-07-09,49
543,2017-07-10,61
544,2017-07-11,63
545,2017-07-12,52
546,2017-07-13,60
547,2017-07-14,80
548,2017-07-15,64
549,2017-07-16,46
550,2017-07-17,63
551,2017-07-18,80
552,2017-07-19,74
553,2017-07-20,55
554,2017-07-21,82
555,2017-07-22,42
556,2017-07-23,14
557,2017-07-24,60
558,2017-07-25,54
559,2017-07-26,76
560,2017-07-27,59
561,2017-07-28,88
562,2017-07-29,54
563,2017-07-30,51
564,2017-07-31,79
565,2017-08-01,71
566,2017-08-02,99
567,2017-08-03,70
568,2017-08-04,92
569,2017-08-05,63
570,2017-08-06,36
571,2017-08-07,81
572,2017-08-08,58
573,2017-08-09,56
574,2017-08-10,80
575,2017-08-11,90
576,2017-08-12,48
577,2017-08-13,53
578,2017-08-14,91
579,2017-08-15,83
580,2017-08-16,67
581,2017-08-17,78
582,2017-08-18,72
583,2017-08-19,54
584,2017-08-20,52
585,2017-08-21,61
586,2017-08-22,72
587,2017-08-23,80
588,2017-08-24,75
589,2017-08-25,71
590,2017-08-26,47
591,2017-08-27,50
592,2017-08-28,67
593,2017-08-29,71
594,2017-08-30,54
595,2017-08-31,73
596,2017-09-01,90
597,2017-09-02,49
598,2017-09-03,67
599,2017-09-04,46
600,2017-09-05,79
601,2017-09-06,83
602,2017-09-07,73
603,2017-09-08,75
604,2017-09-09,52
605,2017-09-10,67
606,2017-09-11,68
607,2017-09-12,65
608,2017-09-13,72
609,2017-09-14,57
610,2017-09-15,79
611,2017-09-16,38
612,2017-09-17,44
613,2017-09-18,70
614,2017-09-19,76
615,2017-09-20,69
616,2017-09-21,79
617,2017-09-22,56
618,2017-09-23,51
619,2017-09-24,53
620,2017-09-25,75
621,2017-09-26,67
622,2017-09-27,61
623,2017-09-28,59
624,2017-09-29,53
625,2017-09-30,70
626,2017-10-01,43
627,2017-10-02,80
628,2017-10-03,54
629,2017-10-04,72
630,2017-10-05,105
631,2017-10-06,65
632,2017-10-07,79
633,2017-10-08,42
634,2017-10-09,76
635,2017-10-10,51
636,2017-10-11,74
637,2017-10-12,81
638,2017-10-13,73
639,2017-10-14,52
640,2017-10-15,36
641,2017-10-16,51
642,2017-10-17,69
643,2017-10-18,80
644,2017-10-19,67
645,2017-10-20,80
646,2017-10-21,43
647,2017-10-22,35
648,2017-10-23,54
649,2017-10-24,88
650,2017-10-25,51
651,2017-10-26,76
652,2017-10-27,84
653,2017-10-28,40
654,2017-10-29,52
655,2017-10-30,53
656,2017-10-31,42
657,2017-11-01,54
658,2017-11-02,65
659,2017-11-03,61
660,2017-11-04,39
661,2017-11-05,40
662,2017-11-06,62
663,2017-11-07,69
664,2017-11-08,46
665,2017-11-09,70
666,2017-11-10,76
667,2017-11-11,42
668,2017-11-12,43
669,2017-11-13,58
670,2017-11-14,83
671,2017-11-15,82
672,2017-11-16,60
673,2017-11-17,80
674,2017-11-18,59
675,2017-11-19,47
676,2017-11-20,73
677,2017-11-21,101
678,2017-11-22,98
679,2017-11-23,59
680,2017-11-24,51
681,2017-11-25,54
682,2017-11-26,52
683,2017-11-27,90
684,2017-11-28,67
685,2017-11-29,84
686,2017-11-30,69
687,2017-12-01,75
688,2017-12-02,51
689,2017-12-03,60
690,2017-12-04,78
691,2017-12-05,83
692,2017-12-06,92
693,2017-12-07,83
694,2017-12-08,78
695,2017-12-09,52
696,2017-12-10,32
697,2017-12-11,62
698,2017-12-12,76
699,2017-12-13,69
700,2017-12-14,92
701,2017-12-15,102
702,2017-12-16,44
703,2017-12-17,44
704,2017-12-18,90
705,2017-12-19,91
706,2017-12-20,62
707,2017-12-21,85
708,2017-12-22,65
709,2017-12-23,55
710,2017-12-24,42
711,2017-12-25,44
712,2017-12-26,68
713,2017-12-27,62
714,2017-12-28,59
715,2017-12-29,78
716,2017-12-30,63
717,2017-12-31,55
718,2018-01-01,60
719,2018-01-02,63
720,2018-01-03,105
721,2018-01-04,99
722,2018-01-05,87
723,2018-01-06,41
724,2018-01-07,38
725,2018-01-08,101
726,2018-01-09,97
727,2018-01-10,73
728,2018-01-11,44
729,2018-01-12,130
730,2018-01-13,72
731,2018-01-14,48
732,2018-01-15,78
733,2018-01-16,97
734,2018-01-17,93
735,2018-01-18,72
736,2018-01-19,53
737,2018-01-20,26
738,2018-01-21,39
739,2018-01-22,64
740,2018-01-23,103
741,2018-01-24,101
742,2018-01-25,73
743,2018-01-26,61
744,2018-01-27,62
745,2018-01-28,47
746,2018-01-29,72
747,2018-01-30,86
748,2018-01-31,74
749,2018-02-01,92
750,2018-02-02,86
751,2018-02-03,52
